FLWheelSpdPulse,Fx_FL,Fx_FR,Fx_RL,Fx_RR,Fx_by_acc,Fx_by_tyre,GasPdlPsnRaw,LongAcc,MCU_MotorSpeed,MCU_Torque,RLWheelSpdPulse,RRWheelSpdPulse,VCU2MCU_MotorTorque_cmd,VehSpd,WhlSpdFL,WhlSpdFL_ang_acc,WhlSpdFR,WhlSpdFR_ang_acc,WhlSpdRL,WhlSpdRL_ang_acc,WhlSpdRR,WhlSpdRR_ang_acc,time
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,0.0,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,0.0,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
1781.0,-95.57044655377196,-95.57044655377196,-269.25369908540483,-269.25369908540483,-225.4000000000002,-729.6482912783536,0.0,-0.010000000000000009,0.0,1.8539049521350475,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,0.0,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
1781.0,-95.35183371568534,-95.35183371568534,-279.83903954308056,-279.83903954308056,-225.4000000000002,-750.3817465175317,0.0,-0.010000000000000009,0.0,1.1434309902026076,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,-0.8788693375100948,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
1781.0,-95.55515986008392,-95.55515986008392,-269.9938882644867,-269.9938882644867,-225.4000000000002,-731.0980962491412,0.0,-0.010000000000000009,-1.0,1.8042244396617322,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,0.7400581118918093,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,1.0,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
1781.0,-95.34604867266304,-95.34604867266304,-280.1191541534087,-280.1191541534087,-225.4000000000002,-750.9304056521436,0.0,-0.010000000000000009,-0.7507398591937529,1.1246300704031236,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
1781.0,-95.57218563872678,-95.57218563872678,-269.1694917419901,-269.1694917419901,-225.4000000000002,-729.4833547614337,0.0,-0.010000000000000009,-0.14044316305889615,1.859556836941104,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
1781.0,-95.34525604382061,-95.34525604382061,-280.15753362932213,-280.15753362932213,-225.4000000000002,-751.0055793462856,0.0,-0.010000000000000009,-1.755891817870591,1.1220540910647046,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,-2.0,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,-0.2862217977796324,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,1.6632970897145276,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
1781.0,-95.57678229550213,-95.57678229550213,-268.9469193745112,-268.9469193745112,-225.4000000000002,-729.0474033400266,0.0,-0.010000000000000009,4.6234867939759425,1.874495597991981,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,-0.6200551634270708,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
1781.0,-95.34821048661787,-95.34821048661787,-280.01447806522293,-280.01447806522293,-225.4000000000002,-750.7253771036816,0.0,-0.010000000000000009,0.6050326296599615,1.1316557901133462,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49
1781.0,-95.56593324250682,-95.56593324250682,-269.4722358225477,-269.4722358225477,-225.4000000000002,-730.0763381301091,0.0,-0.010000000000000009,-0.6784741144414168,1.8392370572207084,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1781.0,-95.34677282996945,-95.34677282996945,-280.08409010273203,-280.08409010273203,-225.4000000000002,-750.8617258654031,0.0,-0.010000000000000009,-0.12698352281263992,1.12698352281264,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
1781.0,-95.57149453174917,-95.57149453174917,-269.2029554795944,-269.2029554795944,-225.4000000000002,-729.5489000226871,0.0,-0.010000000000000009,0.0,1.8573107954149148,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,-1.671933134105347,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,-0.2999995131332238,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
1781.0,-95.35235197132958,-95.35235197132958,-279.8139453515112,-279.8139453515112,-225.4000000000002,-750.3325946456815,0.0,-0.010000000000000009,0.0,1.1451152789391905,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,0.0,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,0.0,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57
1781.0,-95.55410803630915,-95.55410803630915,-270.0448180856941,-270.0448180856941,-225.4000000000002,-731.1978522440064,0.0,-0.010000000000000009,0.0,1.8008060978522842,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,0.0,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59
1781.0,-95.35801697194138,-95.35801697194138,-279.5396432533653,-279.5396432533653,-225.4000000000002,-749.7953204506134,0.0,-0.010000000000000009,-0.8364739293422676,1.1635260706577324,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
1781.0,-95.57579027026756,-95.57579027026756,-268.9949537211785,-268.9949537211785,-225.4000000000002,-729.1414879828922,0.0,-0.010000000000000009,-0.12872840342034797,1.871271596579652,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61
1781.0,-95.35212678468655,-95.35212678468655,-279.8248489988174,-279.8248489988174,-225.4000000000002,-750.3539515670079,0.0,-0.010000000000000009,-0.8556165593547334,1.1443834406452666,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62
1781.0,-95.5767992658296,-95.5767992658296,-268.9460976629617,-268.9460976629617,-225.4000000000002,-729.0457938575826,0.0,-0.010000000000000009,0.7491015003548973,1.8745507501774488,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63
1781.0,-95.3520934756072,-95.3520934756072,-279.8264618407176,-279.8264618407176,-225.4000000000002,-750.3571106326497,0.0,-0.010000000000000009,0.14427518884369428,1.1442751888436944,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
1781.0,-95.57028105167637,-95.57028105167637,-269.2617127777545,-269.2617127777545,-225.4000000000002,-729.6639876588617,0.0,-0.010000000000000009,0.0,1.853367083771136,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,0.8351443900163315,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66
1781.0,-95.34780120851828,-95.34780120851828,-280.03429551082246,-280.03429551082246,-225.4000000000002,-750.7641934386814,0.0,-0.010000000000000009,-0.739348660914676,1.130325669542662,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,-1.7985714907129542,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
1781.0,-95.57300649936683,-95.57300649936683,-269.1297452686391,-269.1297452686391,-225.4000000000002,-729.4055035360118,0.0,-0.010000000000000009,-1.137775432672007,1.862224567327993,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69
1781.0,-95.35830092472922,-95.35830092472922,-279.5258941206085,-279.5258941206085,-225.4000000000002,-749.7683900906753,0.0,-0.010000000000000009,-0.16444889414762265,1.1644488941476228,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
1781.0,-95.57521975877786,-95.57521975877786,-269.0225781663224,-269.0225781663224,-225.4000000000002,-729.1955958502004,0.0,-0.010000000000000009,0.0,1.8694174805910306,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71
1781.0,-95.35280092534332,-95.35280092534332,-279.7922067787601,-279.7922067787601,-225.4000000000002,-750.2900154082068,0.0,-0.010000000000000009,0.8534256569928176,1.1465743430071824,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,0.16820522396769622,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,0.0,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74
1781.0,-95.56976910883526,-95.56976910883526,-269.2865013003115,-269.2865013003115,-225.4000000000002,-729.7125408182935,0.0,-0.010000000000000009,-0.8517033111318008,1.8517033111318009,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
1781.0,-95.35384555708339,-95.35384555708339,-279.74162519938744,-279.74162519938744,-225.4000000000002,-750.1909415129417,0.0,-0.010000000000000009,-0.14996931128821134,1.1499693112882112,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,0.0,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,0.0,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78
1781.0,-95.3077,-95.3077,-281.976015625,-281.976015625,-225.4000000000002,-754.5674312499999,0.0,-0.010000000000000009,0.0,1.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79
1781.0,-95.56389781489308,-95.56389781489308,-269.570792222331,-269.570792222331,-225.4000000000002,-730.2693800744481,0.0,-0.010000000000000009,0.0,1.8326220828504598,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
1781.0,-95.34874795117794,-95.34874795117794,-279.98845376856207,-279.98845376856207,-225.4000000000002,-750.6744034394801,0.0,-0.010000000000000009,-0.8665974937343415,1.1334025062656585,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81
1781.0,-95.56977228942227,-95.56977228942227,-269.28634729473373,-269.28634729473373,-225.4000000000002,-729.7122391683121,0.0,-0.010000000000000009,-0.14828635221880504,1.851713647781195,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,2.6105732390575906,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,2.1489777240946815,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84
1781.0,-95.35425301148986,-95.35425301148986,-279.7218960579001,-279.7218960579001,-225.4000000000002,-750.1522981387799,0.0,-0.010000000000000009,1.1512935050044213,1.1512935050044213,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
1781.0,-95.5528071446659,-95.5528071446659,-270.10780789481413,-270.10780789481413,-225.4000000000002,-731.3212300789601,0.0,-0.010000000000000009,-0.5931566114131017,1.796578305706551,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86
1781.0,-95.35077751666361,-95.35077751666361,-279.89018121588407,-279.89018121588407,-225.4000000000002,-750.4819174650953,0.0,-0.010000000000000009,-4.440006283215958,1.1399984291960106,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87
1781.0,-95.55244964145366,-95.55244964145366,-270.1251183750652,-270.1251183750652,-225.4000000000002,-731.3551360330378,0.0,-0.010000000000000009,-3.409167101373673,1.7954164493131635,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,-0.4261082392657407,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
1781.0,-95.35976348612594,-95.35976348612594,-279.45507618301593,-279.45507618301593,-225.4000000000002,-749.6296793382838,0.0,-0.010000000000000009,0.8307979001431742,1.1692020998568258,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
1781.0,-95.57387828501216,-95.57387828501216,-269.0875329816444,-269.0875329816444,-443.42878466161216,-729.3228225333131,0.0,-0.01967297181284881,-0.730115599689066,1.865057799844533,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-232.94601634228198,-725.3848624999999,0.0,-0.010334783333730346,-1.0,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,-1.0,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93
1781.0,-95.35607683201326,-95.35607683201326,-279.6335857768443,-279.6335857768443,-225.4000000000002,-749.9793252177152,0.0,-0.010000000000000009,-0.1572207735237433,1.1572207735237434,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
1781.0,-95.5683838101831,-95.5683838101831,-269.353578138054,-269.353578138054,-225.4000000000002,-729.8439238964743,0.0,-0.010000000000000009,0.8472012030649578,1.8472012030649578,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
1781.0,-95.6154,-95.6154,-267.07703124999995,-267.07703124999995,-225.4000000000002,-725.3848624999999,0.0,-0.010000000000000009,-0.688689124340754,2.0,1085.0,1529.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96
